Subject,Foot,Error_ms
subject2,Left,140.00
subject2,Left,560.00
subject2,Left,280.00
subject2,Left,80.00
subject2,Left,260.00
subject2,Left,20.00
subject2,Left,120.00
subject2,Left,40.00
subject2,Left,0.00
subject2,Left,120.00
subject2,Left,0.00
subject2,Left,300.00
subject2,Left,1200.00
subject2,Left,1200.00
subject2,Left,840.00
subject2,Left,240.00
subject2,Left,1580.00
subject2,Left,1660.00
subject2,Left,360.00
subject2,Left,860.00
subject2,Left,1440.00
subject2,Left,1520.00
subject2,Left,360.00
subject2,Left,120.00
subject2,Left,120.00
subject2,Left,40.00
subject2,Left,1020.00
subject2,Left,920.00
subject2,Left,860.00
subject2,Left,660.00
subject2,Left,600.00
subject2,Left,400.00
subject2,Left,2580.00
subject2,Right,20.00
subject2,Right,120.00
subject2,Right,40.00
subject2,Right,1520.00
subject2,Right,120.00
subject2,Right,20.00
subject2,Right,280.00
subject2,Right,60.00
subject2,Right,40.00
subject2,Right,20.00
subject2,Right,360.00
subject2,Right,160.00
subject2,Right,140.00
subject2,Right,300.00
subject2,Right,1020.00
subject2,Right,100.00
subject2,Right,680.00
subject2,Right,360.00
subject2,Right,180.00
subject2,Right,400.00
subject2,Right,80.00
subject2,Right,40.00
subject2,Right,80.00
subject2,Right,60.00
subject2,Right,100.00
subject2,Right,100.00
subject2,Right,220.00
subject2,Right,1700.00
subject2,Right,640.00
subject2,Right,440.00
subject2,Right,380.00
subject2,Right,100.00
subject2,Right,460.00
subject2,Right,1360.00
subject2,Right,1020.00
subject2,Right,1760.00
subject2,Right,3740.00
subject2,Right,2380.00
subject2,Right,60.00
subject2,Right,540.00
subject2,Right,1940.00
subject2,Right,1400.00
subject2,Right,2320.00
subject2,Right,120.00
subject2,Right,460.00
subject2,Right,40.00
subject2,Right,20.00
subject2,Right,200.00
subject2,Right,860.00
subject2,Right,640.00
subject2,Right,360.00
subject2,Right,640.00
subject2,Right,2000.00
subject2,Right,4200.00
subject2,Right,780.00
subject2,Right,840.00
subject2,Right,600.00
subject2,Right,580.00
subject2,Right,360.00
subject2,Right,840.00
subject2,Right,280.00
subject2,Right,660.00
subject2,Right,1260.00
subject2,Right,100.00
subject2,Right,120.00
subject2,Right,640.00
subject2,Right,520.00
subject2,Right,400.00
subject2,Right,160.00
subject2,Right,600.00
subject2,Right,2540.00
subject2,Right,380.00
subject2,Right,200.00
subject2,Right,120.00
subject2,Right,320.00
subject2,Right,1400.00
subject2,Right,1700.00
subject2,Right,1720.00
subject2,Right,1260.00
subject2,Right,1620.00
subject2,Right,1720.00
subject2,Right,2920.00
subject2,Right,760.00
subject2,Right,80.00
subject2,Right,500.00
subject2,Right,1780.00
subject2,Right,1880.00
subject2,Right,1360.00
subject2,Right,0.00
subject2,Right,40.00
subject2,Right,600.00
subject2,Right,2000.00
subject2,Right,160.00
subject2,Right,220.00
subject2,Right,600.00
subject2,Right,480.00
subject2,Right,180.00
subject2,Right,80.00
subject2,Right,40.00
subject2,Right,120.00
subject2,Right,140.00
subject2,Right,300.00
subject2,Right,3460.00
subject2,Right,1860.00
subject2,Right,100.00
subject2,Right,200.00
subject2,Right,820.00
subject2,Right,820.00
subject2,Right,540.00
subject2,Right,380.00
subject2,Right,300.00
subject2,Right,680.00
subject2,Right,1600.00
subject2,Right,1240.00
subject2,Right,40.00
subject2,Right,80.00
subject2,Right,40.00
subject2,Right,180.00
subject2,Right,80.00
subject2,Right,640.00
subject2,Right,200.00
subject2,Right,700.00
subject2,Right,200.00
subject2,Right,280.00
subject2,Right,180.00
subject2,Right,1180.00
subject2,Right,1440.00
subject2,Right,2040.00
subject2,Right,1640.00
subject2,Right,2540.00
subject2,Right,440.00
subject2,Right,900.00
subject2,Right,1900.00
subject2,Right,1820.00
subject2,Right,1820.00
subject2,Right,160.00
subject2,Right,800.00
subject2,Right,60.00
subject2,Right,680.00
subject2,Right,1740.00
subject2,Right,1800.00
subject2,Right,260.00
subject2,Right,220.00
subject2,Right,120.00
subject2,Right,40.00
subject2,Right,360.00
subject2,Right,780.00
subject2,Right,220.00
subject2,Right,500.00
subject2,Right,1420.00
subject2,Right,1600.00
subject2,Right,80.00
subject2,Right,900.00
subject2,Right,640.00
subject2,Right,380.00
subject2,Right,380.00
subject2,Right,1460.00
subject2,Right,940.00
subject2,Right,1280.00
subject2,Right,540.00
subject2,Right,240.00
subject2,Right,100.00
subject2,Right,660.00
subject2,Right,580.00
subject2,Right,160.00
subject2,Right,120.00
subject2,Right,2460.00
subject2,Right,2020.00
subject2,Right,2720.00
subject2,Right,2540.00
subject2,Right,600.00
subject2,Right,400.00
subject2,Right,820.00
subject2,Right,880.00
subject2,Right,600.00
subject2,Right,300.00
subject2,Right,1520.00
subject2,Right,1540.00
subject2,Right,1580.00
subject2,Right,3680.00
subject2,Right,2780.00
subject2,Right,3140.00
subject2,Right,1100.00
subject2,Right,820.00
subject2,Right,660.00
subject2,Right,1000.00
subject2,Right,1860.00
subject2,Right,1660.00
subject2,Right,1760.00
subject2,Right,1900.00
subject2,Right,1560.00
subject2,Right,2540.00
subject2,Right,2560.00
subject2,Right,800.00
subject2,Right,460.00
subject2,Right,640.00
subject2,Right,260.00
subject2,Right,500.00
subject2,Right,540.00
subject2,Right,660.00
subject2,Right,1060.00
subject2,Right,820.00
subject2,Right,120.00
subject2,Right,580.00
subject2,Right,120.00
subject2,Right,600.00
subject2,Right,1080.00
subject2,Right,3380.00
subject2,Right,1320.00
subject2,Right,1940.00
subject2,Right,1940.00
subject2,Right,2360.00
subject2,Right,1860.00
subject2,Right,2280.00
subject2,Right,220.00
subject2,Right,480.00
subject2,Right,680.00
subject2,Right,220.00
subject2,Right,160.00
subject2,Right,540.00
subject2,Right,900.00
subject2,Right,560.00
subject2,Right,240.00
subject2,Right,200.00
subject2,Right,1080.00
subject2,Right,900.00
subject2,Right,260.00
subject2,Right,840.00
subject2,Right,4660.00
subject2,Right,4480.00
subject2,Right,4440.00
subject2,Right,3660.00
subject2,Right,3560.00
subject2,Right,40.00
subject2,Right,100.00
subject2,Right,80.00
subject2,Right,40.00
subject2,Right,340.00
subject2,Right,880.00
subject2,Right,560.00
subject2,Right,1080.00
subject2,Right,1460.00
subject2,Right,1280.00
subject2,Right,160.00
subject2,Right,80.00
subject2,Right,100.00
subject2,Right,100.00
subject2,Right,200.00
subject2,Right,420.00
subject2,Right,360.00
subject2,Right,1480.00
subject2,Right,640.00
subject2,Right,640.00
subject2,Right,420.00
subject2,Right,460.00
subject2,Right,640.00
subject2,Right,220.00
subject2,Right,1940.00
subject2,Right,1840.00
subject2,Right,1720.00
subject2,Right,340.00
subject2,Right,580.00
subject2,Right,2680.00
subject2,Right,3560.00
subject2,Right,3220.00
subject2,Right,1120.00
subject2,Right,1100.00
subject2,Right,800.00
subject2,Right,1180.00
subject2,Right,1460.00
subject2,Right,1860.00
subject2,Right,1720.00
subject2,Right,240.00
subject2,Right,640.00
subject2,Right,960.00
subject2,Right,180.00
subject2,Right,600.00
subject2,Right,500.00
subject2,Right,380.00
subject2,Right,800.00
subject2,Right,620.00
subject2,Right,420.00
subject2,Right,340.00
subject2,Right,1040.00
subject2,Right,1100.00
subject2,Right,560.00
subject2,Right,3600.00
subject2,Right,3800.00
subject2,Right,3760.00
subject2,Right,3780.00
subject2,Right,3740.00
subject7,Left,20.00
subject7,Left,900.00
subject7,Left,200.00
subject7,Left,240.00
subject7,Left,100.00
subject7,Left,420.00
subject7,Left,60.00
subject7,Left,820.00
subject7,Left,160.00
subject7,Left,600.00
subject7,Left,100.00
subject7,Left,20.00
subject7,Left,820.00
subject7,Left,320.00
subject7,Left,320.00
subject7,Left,1340.00
subject7,Left,1200.00
subject7,Left,220.00
subject7,Left,1380.00
subject7,Left,1160.00
subject7,Left,1260.00
subject7,Left,620.00
subject7,Left,300.00
subject7,Left,740.00
subject7,Left,600.00
subject7,Left,520.00
subject7,Left,200.00
subject7,Left,240.00
subject7,Left,220.00
subject7,Left,120.00
subject7,Left,180.00
subject7,Left,340.00
subject7,Left,1060.00
subject7,Left,380.00
subject7,Left,180.00
subject7,Left,1040.00
subject7,Left,940.00
subject7,Left,320.00
subject7,Left,960.00
subject7,Left,1060.00
subject7,Left,200.00
subject7,Left,3680.00
subject7,Left,3060.00
subject7,Left,2820.00
subject7,Left,2880.00
subject7,Left,980.00
subject7,Left,2900.00
subject7,Left,20.00
subject7,Left,260.00
subject7,Left,360.00
subject7,Left,60.00
subject7,Left,40.00
subject7,Left,80.00
subject7,Left,540.00
subject7,Left,60.00
subject7,Left,720.00
subject7,Left,120.00
subject7,Left,1620.00
subject7,Left,100.00
subject7,Left,440.00
subject7,Left,160.00
subject7,Left,20.00
subject7,Left,400.00
subject7,Left,940.00
subject7,Left,20.00
subject7,Left,20.00
subject7,Left,20.00
subject7,Left,1060.00
subject7,Left,220.00
subject7,Left,180.00
subject7,Left,1340.00
subject7,Left,460.00
subject7,Left,180.00
subject7,Left,140.00
subject7,Left,500.00
subject7,Left,120.00
subject7,Left,180.00
subject7,Left,200.00
subject7,Left,80.00
subject7,Left,180.00
subject7,Left,1020.00
subject7,Left,220.00
subject7,Left,400.00
subject7,Left,80.00
subject7,Left,1100.00
subject7,Left,860.00
subject7,Left,1000.00
subject7,Left,1020.00
subject7,Left,200.00
subject7,Left,3940.00
subject7,Left,3000.00
subject7,Left,2980.00
subject7,Left,1140.00
subject7,Left,2920.00
subject7,Left,20.00
subject7,Left,700.00
subject7,Left,220.00
subject7,Left,700.00
subject7,Left,260.00
subject7,Left,20.00
subject7,Left,60.00
subject7,Left,80.00
subject7,Left,80.00
subject7,Left,760.00
subject7,Left,80.00
subject7,Left,160.00
subject7,Left,480.00
subject7,Left,380.00
subject7,Left,100.00
subject7,Left,40.00
subject7,Left,80.00
subject7,Left,820.00
subject7,Left,860.00
subject7,Left,0.00
subject7,Left,40.00
subject7,Left,120.00
subject7,Left,480.00
subject7,Left,80.00
subject7,Left,320.00
subject7,Left,1320.00
subject7,Left,1260.00
subject7,Left,740.00
subject7,Left,740.00
subject7,Left,160.00
subject7,Left,160.00
subject7,Left,620.00
subject7,Left,120.00
subject7,Left,300.00
subject7,Left,420.00
subject7,Left,100.00
subject7,Left,60.00
subject7,Left,220.00
subject7,Left,520.00
subject7,Left,40.00
subject7,Left,1000.00
subject7,Left,180.00
subject7,Left,1100.00
subject7,Left,2820.00
subject7,Left,2980.00
subject7,Left,3000.00
subject7,Left,1100.00
subject7,Left,2940.00
subject7,Left,60.00
subject7,Left,200.00
subject7,Left,200.00
subject7,Left,740.00
subject7,Left,240.00
subject7,Left,20.00
subject7,Left,20.00
subject7,Left,20.00
subject7,Left,80.00
subject7,Left,960.00
subject7,Left,1420.00
subject7,Left,100.00
subject7,Left,60.00
subject7,Left,380.00
subject7,Left,80.00
subject7,Left,20.00
subject7,Left,100.00
subject7,Left,780.00
subject7,Left,780.00
subject7,Left,40.00
subject7,Left,80.00
subject7,Left,40.00
subject7,Left,960.00
subject7,Left,280.00
subject7,Left,260.00
subject7,Left,1340.00
subject7,Left,1320.00
subject7,Left,580.00
subject7,Left,120.00
subject7,Left,100.00
subject7,Left,80.00
subject7,Left,240.00
subject7,Left,260.00
subject7,Left,60.00
subject7,Left,0.00
subject7,Left,200.00
subject7,Left,400.00
subject7,Left,60.00
subject7,Left,1020.00
subject7,Left,760.00
subject7,Left,140.00
subject7,Left,3680.00
subject7,Left,3180.00
subject7,Left,3000.00
subject7,Left,1140.00
subject7,Left,2940.00
subject7,Left,60.00
subject7,Left,180.00
subject7,Left,240.00
subject7,Left,60.00
subject7,Left,720.00
subject7,Left,20.00
subject7,Left,20.00
subject7,Left,20.00
subject7,Left,100.00
subject7,Left,880.00
subject7,Left,80.00
subject7,Left,0.00
subject7,Left,460.00
subject7,Left,520.00
subject7,Left,60.00
subject7,Left,20.00
subject7,Left,40.00
subject7,Left,740.00
subject7,Left,120.00
subject7,Left,60.00
subject7,Left,120.00
subject7,Left,40.00
subject7,Left,1060.00
subject7,Left,1380.00
subject7,Left,100.00
subject7,Left,20.00
subject7,Left,120.00
subject7,Left,180.00
subject7,Left,1380.00
subject7,Left,800.00
subject7,Left,680.00
subject7,Left,80.00
subject7,Left,120.00
subject7,Left,80.00
subject7,Left,220.00
subject7,Left,420.00
subject7,Left,20.00
subject7,Left,20.00
subject7,Left,160.00
subject7,Left,280.00
subject7,Left,0.00
subject7,Left,1080.00
subject7,Left,960.00
subject7,Left,1080.00
subject7,Left,0.00
subject7,Left,3040.00
subject7,Left,2920.00
subject7,Left,1080.00
subject7,Left,2860.00
subject7,Left,900.00
subject7,Left,180.00
subject7,Left,100.00
subject7,Left,700.00
subject7,Left,240.00
subject7,Left,520.00
subject7,Left,60.00
subject7,Left,60.00
subject7,Left,20.00
subject7,Left,80.00
subject7,Left,820.00
subject7,Left,200.00
subject7,Left,40.00
subject7,Left,460.00
subject7,Left,20.00
subject7,Left,0.00
subject7,Left,0.00
subject7,Left,840.00
subject7,Left,600.00
subject7,Left,80.00
subject7,Left,40.00
subject7,Left,480.00
subject7,Left,200.00
subject7,Left,100.00
subject7,Left,980.00
subject7,Left,220.00
subject7,Left,140.00
subject7,Left,440.00
subject7,Left,120.00
subject7,Left,120.00
subject7,Left,40.00
subject7,Left,800.00
subject7,Left,60.00
subject7,Left,80.00
subject7,Left,20.00
subject7,Left,440.00
subject7,Left,340.00
subject7,Left,20.00
subject7,Left,1400.00
subject7,Left,60.00
subject7,Left,100.00
subject7,Left,360.00
subject7,Left,80.00
subject7,Left,840.00
subject7,Left,1040.00
subject7,Left,1040.00
subject7,Left,20.00
subject7,Left,120.00
subject7,Left,260.00
subject7,Left,1020.00
subject7,Left,2880.00
subject7,Left,80.00
subject7,Left,100.00
subject7,Left,180.00
subject7,Left,240.00
subject7,Left,20.00
subject7,Left,100.00
subject7,Left,0.00
subject7,Left,40.00
subject7,Left,620.00
subject7,Left,580.00
subject7,Left,540.00
subject7,Left,220.00
subject7,Left,80.00
subject7,Left,440.00
subject7,Left,20.00
subject7,Left,40.00
subject7,Left,20.00
subject7,Left,880.00
subject7,Left,300.00
subject7,Left,120.00
subject7,Left,200.00
subject7,Left,80.00
subject7,Left,60.00
subject7,Left,160.00
subject7,Left,220.00
subject7,Left,140.00
subject7,Left,280.00
subject7,Left,0.00
subject7,Left,0.00
subject7,Left,80.00
subject7,Left,120.00
subject7,Left,40.00
subject7,Left,0.00
subject7,Left,220.00
subject7,Left,20.00
subject7,Left,40.00
subject7,Left,120.00
subject7,Left,240.00
subject7,Left,40.00
subject7,Left,1140.00
subject7,Left,0.00
subject7,Left,140.00
subject7,Left,20.00
subject7,Left,3100.00
subject7,Left,2940.00
subject7,Left,1160.00
subject7,Left,3000.00
subject7,Left,60.00
subject7,Left,20.00
subject7,Left,160.00
subject7,Left,840.00
subject7,Left,180.00
subject7,Left,520.00
subject7,Left,60.00
subject7,Left,80.00
subject7,Left,40.00
subject7,Left,20.00
subject7,Left,300.00
subject7,Left,940.00
subject7,Left,2540.00
subject7,Left,700.00
subject7,Left,2220.00
subject7,Left,160.00
subject7,Left,380.00
subject7,Left,60.00
subject7,Left,60.00
subject7,Left,60.00
subject7,Left,40.00
subject7,Left,480.00
subject7,Left,140.00
subject7,Left,60.00
subject7,Left,20.00
subject7,Left,200.00
subject7,Left,1020.00
subject7,Left,900.00
subject7,Left,200.00
subject7,Left,120.00
subject7,Left,180.00
subject7,Left,240.00
subject7,Left,0.00
subject7,Left,0.00
subject7,Left,40.00
subject7,Left,80.00
subject7,Left,20.00
subject7,Left,40.00
subject7,Left,540.00
subject7,Left,260.00
subject7,Left,20.00
subject7,Left,60.00
subject7,Left,100.00
subject7,Left,300.00
subject7,Left,0.00
subject7,Left,1120.00
subject7,Left,100.00
subject7,Left,20.00
subject7,Left,1040.00
subject7,Left,2600.00
subject7,Left,3100.00
subject7,Left,3020.00
subject7,Left,1100.00
subject7,Left,2980.00
subject7,Left,80.00
subject7,Left,60.00
subject7,Left,220.00
subject7,Left,680.00
subject7,Left,600.00
subject7,Left,40.00
subject7,Left,60.00
subject7,Left,100.00
subject7,Left,0.00
subject7,Left,40.00
subject7,Left,340.00
subject7,Left,2240.00
subject7,Left,400.00
subject7,Left,40.00
subject7,Left,480.00
subject7,Left,420.00
subject7,Left,40.00
subject7,Left,20.00
subject7,Left,240.00
subject7,Left,560.00
subject7,Left,80.00
subject7,Left,60.00
subject7,Left,40.00
subject7,Left,80.00
subject7,Left,880.00
subject7,Left,1360.00
subject7,Left,220.00
subject7,Left,80.00
subject7,Left,260.00
subject7,Left,60.00
subject7,Left,0.00
subject7,Left,20.00
subject7,Left,200.00
subject7,Left,60.00
subject7,Left,40.00
subject7,Left,240.00
subject7,Left,20.00
subject7,Left,120.00
subject7,Left,40.00
subject7,Left,260.00
subject7,Left,20.00
subject7,Left,800.00
subject7,Left,60.00
subject7,Left,40.00
subject7,Left,60.00
subject7,Left,200.00
subject7,Left,1160.00
subject7,Left,3180.00
subject7,Left,100.00
subject7,Left,180.00
subject7,Left,60.00
subject7,Left,260.00
subject7,Left,100.00
subject7,Left,120.00
subject7,Left,20.00
subject7,Left,20.00
subject7,Left,260.00
subject7,Left,140.00
subject7,Right,20.00
subject7,Right,80.00
subject7,Right,60.00
subject7,Right,40.00
subject7,Right,180.00
subject7,Right,80.00
subject7,Right,60.00
subject7,Right,20.00
subject7,Right,180.00
subject7,Right,1500.00
subject7,Right,180.00
subject7,Right,8820.00
subject7,Right,1080.00
subject7,Right,1040.00
subject7,Right,300.00
subject7,Right,380.00
subject7,Right,180.00
subject7,Right,800.00
subject7,Right,3460.00
subject7,Right,640.00
subject7,Right,440.00
subject7,Right,700.00
subject7,Right,260.00
subject7,Right,100.00
subject7,Right,180.00
subject7,Right,140.00
subject7,Right,1620.00
subject7,Right,200.00
subject7,Right,1000.00
subject7,Right,2320.00
subject7,Right,40.00
subject7,Right,140.00
subject7,Right,40.00
subject7,Right,40.00
subject7,Right,300.00
subject7,Right,1300.00
subject7,Right,220.00
subject7,Right,3280.00
subject7,Right,800.00
subject7,Right,680.00
subject7,Right,1620.00
subject7,Right,160.00
subject7,Right,300.00
subject7,Right,160.00
subject7,Right,1440.00
subject7,Right,3460.00
subject7,Right,3480.00
subject7,Right,260.00
subject7,Right,200.00
subject7,Right,600.00
subject7,Right,360.00
subject7,Right,540.00
subject7,Right,440.00
subject7,Right,340.00
subject7,Right,260.00
subject7,Right,2080.00
subject7,Right,1500.00
subject7,Right,880.00
subject7,Right,100.00
subject7,Right,280.00
subject7,Right,1060.00
subject7,Right,3120.00
subject7,Right,2580.00
subject7,Right,20.00
subject7,Right,1060.00
subject7,Right,2520.00
subject7,Right,100.00
subject7,Right,120.00
subject7,Right,560.00
subject7,Right,320.00
subject7,Right,400.00
subject7,Right,740.00
subject7,Right,1720.00
subject7,Right,460.00
subject7,Right,800.00
subject7,Right,680.00
subject7,Right,200.00
subject7,Right,440.00
subject7,Right,340.00
subject7,Right,920.00
subject7,Right,360.00
subject7,Right,1320.00
subject7,Right,3720.00
subject7,Right,3560.00
subject7,Right,220.00
subject7,Right,540.00
subject7,Right,540.00
subject7,Right,900.00
subject7,Right,340.00
subject7,Right,500.00
subject7,Right,340.00
subject7,Right,40.00
subject7,Right,500.00
subject7,Right,1580.00
subject7,Right,4700.00
subject7,Right,4360.00
subject7,Right,3280.00
subject7,Right,100.00
subject7,Right,340.00
subject7,Right,2600.00
subject7,Right,1640.00
subject7,Right,2860.00
subject7,Right,2820.00
subject7,Right,60.00
subject7,Right,340.00
subject7,Right,1420.00
subject7,Right,2720.00
subject7,Right,2740.00
subject7,Right,2860.00
subject7,Right,140.00
subject7,Right,160.00
subject7,Right,600.00
subject7,Right,1640.00
subject7,Right,1620.00
subject7,Right,400.00
subject7,Right,920.00
subject7,Right,2340.00
subject7,Right,200.00
subject7,Right,820.00
subject7,Right,20.00
subject7,Right,1040.00
subject7,Right,1140.00
subject7,Right,540.00
subject7,Right,1280.00
subject7,Right,700.00
subject7,Right,40.00
subject7,Right,260.00
subject7,Right,180.00
subject7,Right,380.00
subject7,Right,20.00
subject7,Right,1240.00
subject7,Right,1020.00
subject7,Right,3840.00
subject7,Right,3420.00
subject7,Right,2960.00
subject7,Right,1720.00
subject7,Right,2880.00
subject7,Right,640.00
subject7,Right,580.00
subject7,Right,480.00
subject7,Right,340.00
subject7,Right,260.00
subject7,Right,660.00
subject7,Right,0.00
subject7,Right,180.00
subject7,Right,1980.00
subject7,Right,820.00
subject7,Right,3900.00
subject7,Right,4820.00
subject7,Right,5300.00
subject7,Right,4640.00
subject7,Right,4520.00
subject7,Right,140.00
subject7,Right,280.00
subject7,Right,2500.00
subject7,Right,1740.00
subject7,Right,2940.00
subject7,Right,3160.00
subject7,Right,2920.00
subject7,Right,20.00
subject7,Right,1080.00
subject7,Right,2920.00
subject7,Right,2920.00
subject7,Right,100.00
subject7,Right,140.00
subject7,Right,740.00
subject7,Right,320.00
subject7,Right,540.00
subject7,Right,580.00
subject7,Right,0.00
subject7,Right,160.00
subject7,Right,820.00
subject7,Right,920.00
subject7,Right,300.00
subject7,Right,1120.00
subject7,Right,1860.00
subject7,Right,280.00
subject7,Right,560.00
subject7,Right,1060.00
subject7,Right,1380.00
subject7,Right,680.00
subject7,Right,1380.00
subject7,Right,1120.00
subject7,Right,3680.00
subject7,Right,3780.00
subject7,Right,3400.00
subject7,Right,2540.00
subject7,Right,420.00
subject7,Right,60.00
subject7,Right,880.00
subject7,Right,800.00
subject7,Right,40.00
subject7,Right,220.00
subject7,Right,680.00
subject7,Right,1540.00
subject7,Right,5180.00
subject7,Right,5020.00
subject7,Right,3680.00
subject7,Right,280.00
subject7,Right,340.00
subject7,Right,880.00
subject7,Right,3000.00
subject7,Right,2740.00
subject7,Right,40.00
subject7,Right,2260.00
subject7,Right,1860.00
subject7,Right,2900.00
subject7,Right,2640.00
subject7,Right,880.00
subject7,Right,480.00
subject7,Right,100.00
subject7,Right,420.00
subject7,Right,340.00
subject7,Right,1300.00
subject7,Right,300.00
subject7,Right,280.00
subject7,Right,320.00
subject7,Right,200.00
subject7,Right,100.00
subject7,Right,220.00
subject7,Right,60.00
subject7,Right,860.00
subject7,Right,620.00
subject7,Right,1140.00
subject7,Right,1780.00
subject7,Right,500.00
subject7,Right,1000.00
subject7,Right,1100.00
subject7,Right,480.00
subject7,Right,100.00
subject7,Right,1160.00
subject7,Right,3280.00
subject7,Right,2640.00
subject7,Right,1360.00
subject7,Right,640.00
subject7,Right,800.00
subject7,Right,700.00
subject7,Right,480.00
subject7,Right,380.00
subject7,Right,180.00
subject7,Right,1900.00
subject7,Right,1880.00
subject7,Right,2300.00
subject7,Right,2340.00
subject7,Right,5300.00
subject7,Right,6080.00
subject7,Right,5440.00
subject7,Right,6100.00
subject7,Right,5860.00
subject7,Right,4380.00
subject7,Right,1540.00
subject7,Right,1540.00
subject7,Right,1180.00
subject7,Right,460.00
subject7,Right,1060.00
subject7,Right,2860.00
subject7,Right,40.00
subject7,Right,560.00
subject7,Right,1720.00
subject7,Right,3000.00
subject7,Right,3000.00
subject7,Right,2980.00
subject7,Right,2780.00
subject7,Right,260.00
subject7,Right,140.00
subject7,Right,760.00
subject7,Right,440.00
subject7,Right,3800.00
subject7,Right,6000.00
subject7,Right,2660.00
subject7,Right,460.00
subject7,Right,200.00
subject7,Right,760.00
subject7,Right,20.00
subject7,Right,20.00
subject7,Right,140.00
subject7,Right,340.00
subject7,Right,40.00
subject7,Right,360.00
subject7,Right,380.00
subject7,Right,1020.00
subject7,Right,520.00
subject7,Right,1020.00
subject7,Right,440.00
subject7,Right,3340.00
subject7,Right,3660.00
subject7,Right,1720.00
subject7,Right,3300.00
subject7,Right,2700.00
subject7,Right,2060.00
subject7,Right,3160.00
subject7,Right,3240.00
subject7,Right,660.00
subject7,Right,980.00
subject7,Right,340.00
subject7,Right,160.00
subject7,Right,2480.00
subject7,Right,1560.00
subject7,Right,2380.00
subject7,Right,2340.00
subject7,Right,2420.00
subject7,Right,5980.00
subject7,Right,5080.00
subject7,Right,5960.00
subject7,Right,2660.00
subject7,Right,120.00
subject7,Right,1640.00
subject7,Right,500.00
subject7,Right,2540.00
subject7,Right,1740.00
subject7,Right,2940.00
subject7,Right,2860.00
subject7,Right,760.00
subject7,Right,820.00
subject7,Right,200.00
subject7,Right,1500.00
subject7,Right,2500.00
subject7,Right,80.00
subject7,Right,120.00
subject7,Right,600.00
subject7,Right,320.00
subject7,Right,160.00
subject7,Right,280.00
subject7,Right,1040.00
subject7,Right,780.00
subject7,Right,1060.00
subject7,Right,160.00
subject7,Right,840.00
subject7,Right,860.00
subject7,Right,800.00
subject7,Right,880.00
subject7,Right,460.00
subject7,Right,400.00
subject7,Right,2080.00
subject7,Right,1820.00
subject7,Right,1800.00
subject7,Right,400.00
subject7,Right,640.00
subject7,Right,1020.00
subject7,Right,660.00
subject7,Right,1340.00
subject7,Right,1340.00
subject7,Right,1200.00
subject7,Right,3380.00
subject7,Right,3640.00
subject7,Right,3160.00
subject7,Right,2660.00
subject7,Right,2200.00
subject7,Right,3000.00
subject7,Right,100.00
subject7,Right,780.00
subject7,Right,660.00
subject7,Right,600.00
subject7,Right,580.00
subject7,Right,540.00
subject7,Right,400.00
subject7,Right,160.00
subject7,Right,1220.00
subject7,Right,1580.00
subject7,Right,2900.00
subject7,Right,5360.00
subject7,Right,4480.00
subject7,Right,360.00
subject7,Right,300.00
subject7,Right,2700.00
subject7,Right,1720.00
subject7,Right,3020.00
subject7,Right,2820.00
subject7,Right,220.00
subject7,Right,180.00
subject7,Right,2780.00
subject7,Right,1660.00
subject7,Right,2840.00
subject7,Right,2860.00
subject7,Right,640.00
subject7,Right,680.00
subject7,Right,160.00
subject7,Right,380.00
subject7,Right,420.00
subject7,Right,1740.00
subject7,Right,3000.00
subject7,Right,6440.00
subject7,Right,6220.00
subject7,Right,120.00
subject7,Right,1060.00
subject7,Right,1100.00
subject7,Right,1140.00
subject7,Right,1100.00
subject7,Right,900.00
subject7,Right,120.00
subject7,Right,1000.00
subject7,Right,340.00
subject7,Right,360.00
subject7,Right,1200.00
subject7,Right,1820.00
subject7,Right,400.00
subject7,Right,1120.00
subject7,Right,600.00
subject7,Right,940.00
subject7,Right,1160.00
subject7,Right,700.00
subject7,Right,1460.00
subject7,Right,3540.00
subject7,Right,3640.00
subject7,Right,3740.00
subject7,Right,3340.00
subject7,Right,2760.00
subject7,Right,2200.00
subject7,Right,3040.00
subject7,Right,720.00
subject7,Right,40.00
subject7,Right,420.00
subject7,Right,160.00
subject7,Right,620.00
subject7,Right,2180.00
subject7,Right,1140.00
subject7,Right,2300.00
subject7,Right,5120.00
subject7,Right,6020.00
subject7,Right,5340.00
subject7,Right,6020.00
subject7,Right,5980.00
subject7,Right,6020.00
subject7,Right,6000.00
subject7,Right,5120.00
subject7,Right,720.00
subject7,Right,400.00
subject7,Right,300.00
subject10,Left,1480.00
subject10,Left,1440.00
subject10,Left,500.00
subject10,Left,100.00
subject10,Left,60.00
subject10,Left,560.00
subject10,Left,460.00
subject10,Left,800.00
subject10,Left,160.00
subject10,Left,40.00
subject10,Left,780.00
subject10,Left,680.00
subject10,Left,80.00
subject10,Left,920.00
subject10,Left,140.00
subject10,Left,240.00
subject10,Left,220.00
subject10,Left,100.00
subject10,Left,220.00
subject10,Left,360.00
subject10,Left,0.00
subject10,Left,20.00
subject10,Left,180.00
subject10,Left,40.00
subject10,Left,40.00
subject10,Left,180.00
subject10,Left,140.00
subject10,Left,320.00
subject10,Left,1240.00
subject10,Left,40.00
subject10,Left,740.00
subject10,Left,340.00
subject10,Left,340.00
subject10,Left,120.00
subject10,Left,180.00
subject10,Left,1340.00
